ts,S,a,b,c,resid_5000,iv_5000,resid_5100,iv_5100,resid_5200,iv_5200,resid_5300,iv_5300,resid_5400,iv_5400,resid_5500,iv_5500
1000,5247.0,0.03460038241068653,-0.003156104384015354,0.2415428259739534,-0.002618909262641106,0.24421756313443183,0.0026588361388437953,0.24630606811642647,0.002490495849828467,0.24438445280194282,0.0035571899333769197,0.24505320354104043,-0.012131736716936403,0.23024651382565497,0.006044124057528216,0.2505146679103375
1100,5247.5,0.013442094443098166,0.0018186580791875449,0.241463393482576,-0.002875041768690162,0.23958995106816294,0.002650025241996784,0.2443087564170361,0.003679880855967682,0.24508181319832806,0.0026892723150619413,0.24435286297202113,-0.012648702338638074,0.22976610999703412,0.0065045656943022445,0.25013320581316956
1200,5248.5,0.057342861274542925,-0.008916311119643052,0.2410682253537586,-0.0011151651561530085,0.2501105565011501,-9.785187973271325e-05,0.24528148476481437,0.0027504713850253493,0.24467412558197976,0.004015063458565976,0.24473968937993051,-0.0103176713272298,0.23133964114785194,0.004765153519524168,0.24937028161883357
1300,5249.5,0.0261220314009608,0.0039648018556067135,0.24174696179163674,-0.002557383365432375,0.24102520220875745,0.0016815572587651206,0.2437383513748646,0.004461332174175936,0.24605930982232094,0.0029716621167056034,0.24511757526993755,-0.013272202855798693,0.23037227711081504,0.006715034671584158,0.25275635376572614
1400,5251.0,0.0558265238208509,-0.005287175096518165,0.2405777225152641,-0.002306394082892238,0.24712501955628396,0.0010155660949080214,0.24518552320599557,0.00509691668933171,0.24632454518675806,0.002520853855217886,0.24299509631991395,-0.012868126997858415,0.22892033700346948,0.006541184441293424,0.2515982586801052
1500,5250.5,0.06914705147974727,-0.010445848527825983,0.241353459820093,-0.002075709160961614,0.2515815697133541,0.0006254349296141437,0.2472221731841564,0.005021081717878684,0.24744032182097436,0.002740647473524871,0.24370378137230875,-0.012672840663227963,0.22940491307377814,0.006361385703172212,0.25198389301896096
1600,5250.5,0.042144354499574294,0.003270596500517216,0.23982406961687092,-0.002178923211092726,0.24174223174452786,0.0011701049678014275,0.24216601229310036,0.004031443391710465,0.24383252483010293,0.003464608724154411,0.24370378137230875,-0.012814401057809038,0.22940491307377814,0.006327167185236321,0.25198389301896096
1700,5251.5,0.053872337953389915,0.0048036415649651025,0.24013643717634917,-0.002740914061297589,0.24245866524577142,0.0015968574488697262,0.24312503184676176,0.005138371454985163,0.24520578837990764,0.0033740476495169314,0.24406676639914515,-0.014852212989358987,0.22843576093316081,0.007483850497284589,0.2552287049829961
1800,5250.5,0.0719195905179169,-0.008836301420579302,0.24078765942353864,-0.0012872224784134523,0.2515815697133541,-0.0011118676734129807,0.24470333127379423,0.005685706764525761,0.24744032182097436,0.003184658371011645,0.24370378137230875,-0.012547305214230142,0.22940491307377814,0.006076030230519586,0.25198389301896096
1900,5250.5,0.0719195905179169,-0.008836301420579302,0.24078765942353864,-0.0012872224784134523,0.2515815697133541,-0.0011118676734129807,0.24470333127379423,0.005685706764525761,0.24744032182097436,0.003184658371011645,0.24370378137230875,-0.012547305214230142,0.22940491307377814,0.006076030230519586,0.25198389301896096
2000,5251.5,0.010141747941770083,0.014672298436476118,0.23838564087021893,-0.0028018263095098417,0.23165792358517645,0.00224093429736949,0.23797827370762825,0.004197378724596468,0.2415902429401875,0.002881488749417821,0.2422858152329922,-0.013315482585329108,0.22843576093316081,0.006797507123455032,0.2512120283067226
2100,5250.0,0.05639748727433118,-0.0020946073668580163,0.2405813383858302,-0.0019205880982204326,0.24639904950261116,0.000730334372330721,0.24422113934159279,0.003952928371421638,0.24494830146431928,0.0037090893037429185,0.24441127435564997,-0.012600111472590325,0.22988889310956,0.006128347523314703,0.25237012339234355
2200,5248.5,0.06394118805937095,-0.009227718198931393,0.24040484459875142,-0.0013703068155166975,0.2501105565011501,0.0002175576598449913,0.24528148476481437,0.0033633230392345614,0.24467412558197976,0.002878301574339215,0.24295039373040206,-0.009868910294033306,0.23133964114785194,0.00478003483613143,0.24937028161883357
2300,5249.5,0.0261220314009608,0.0039648018556067135,0.24174696179163674,-0.002557383365432375,0.24102520220875745,0.0016815572587651206,0.2437383513748646,0.004461332174175936,0.24605930982232094,0.0029716621167056034,0.24511757526993755,-0.013272202855798693,0.23037227711081504,0.006715034671584158,0.25275635376572614
2400,5250.5,0.042144354499574294,0.003270596500517216,0.23982406961687092,-0.002178923211092726,0.24174223174452786,0.0011701049678014275,0.24216601229310036,0.004031443391710465,0.24383252483010293,0.003464608724154411,0.24370378137230875,-0.012814401057809038,0.22940491307377814,0.006327167185236321,0.25198389301896096
2500,5251.5,0.05847229161775496,0.006068596026272491,0.24000875715035488,-0.002742638875112058,0.24245866524577142,0.0017863894179391826,0.24312503184676176,0.005332775004005419,0.24520578837990764,0.0016165340861936661,0.2422858152329922,-0.012669557774100448,0.23093195353150364,0.006676498141074072,0.2552287049829961
2600,5249.0,0.049749099954106736,-9.875831197101825e-05,0.2412720989137487,-0.0017612567804629053,0.24567248341441156,-0.00018824707977924127,0.24325556340813642,0.0056597685460852976,0.24716674197316169,0.0025286356819317624,0.24403636863827705,-0.012482193733805269,0.2308562571465969,0.006243293366030855,0.2531419881045819
2700,5248.5,0.06306307968940635,-0.005295848883315693,0.2420507095810626,-0.001531310788283169,0.2501105565011501,-0.0005756863531518885,0.24528148476481437,0.0055808636066673745,0.24827000188231468,0.0027488638539094334,0.24473968937993051,-0.012285639448539026,0.23133964114785194,0.006062909129397831,0.25352762244343763
2800,5248.5,0.06394118805937095,-0.009227718198931393,0.24040484459875142,-0.0013703068155166975,0.2501105565011501,0.0002175576598449913,0.24528148476481437,0.0033633230392345614,0.24467412558197976,0.002878301574339215,0.24295039373040206,-0.009868910294033306,0.23133964114785194,0.00478003483613143,0.24937028161883357
2900,5249.5,0.03270717032412671,0.0036721354059380457,0.24108449183313008,-0.002812015081439634,0.24102520220875745,0.0019963363995294525,0.2437383513748646,0.00507295894166776,0.24605930982232094,0.0018371722415743974,0.24333185582757,-0.012824338746719288,0.23037227711081504,0.006729886245386646,0.25275635376572614
3000,5250.0,0.05639748727433118,-0.0020946073668580163,0.2405813383858302,-0.0019205880982204326,0.24639904950261116,0.000730334372330721,0.24422113934159279,0.003952928371421638,0.24494830146431928,0.0037090893037429185,0.24441127435564997,-0.012600111472590325,0.22988889310956,0.006128347523314703,0.25237012339234355
3100,5251.5,0.09563325986865459,-0.004730617868928757,0.24025391029229085,-0.0016243421313938966,0.2523158842504024,0.00014012777199495785,0.24566711910367012,0.004130913931572944,0.24520578837990764,0.0037054599976954206,0.24406676639914515,-0.012246900426064411,0.23093195353150364,0.00589474085619493,0.2552287049829961
3200,5253.0,0.07524963804776703,-0.002454270732111258,0.24012054973697536,-0.001979949720996632,0.2485757675945759,0.00048822626216435405,0.244560879021883,0.004742826385931487,0.2454465863287449,0.0034321554227358664,0.24370616551041602,-0.013150993866589245,0.22946928480267526,0.0064677355167540584,0.25405809317231176
3300,5254.0,0.07281679147553329,-0.004118154043297059,0.24062015089055006,-0.002116499941862693,0.24929994954466822,0.0006512346656609158,0.2455163223683834,0.005474721335315125,0.24680733315348624,0.0016250443770966516,0.24227449057698253,-0.011701751216009998,0.23095579491257662,0.00606725077979961,0.25327669190764435
3400,5253.5,0.04226483488689776,0.0016214517167437996,0.24183760434076493,-0.002759218035084443,0.24388974414467812,0.0016105595059910105,0.24503889871239665,0.005989948439666326,0.24793860668540002,0.0008790005094288789,0.24299092407822614,-0.012379880791988263,0.2314469273626804,0.006659590371986518,0.2536676905572415
3500,5253.5,0.06609082294197856,-0.0030729174498290474,0.24132006191669256,-0.0019090876215953068,0.24893756055235866,3.0414282493701483e-05,0.24503889871239665,0.006030348052356416,0.24793860668540002,0.0015987855571143184,0.24299092407822614,-0.011869825807678425,0.2314469273626804,0.006119365537309934,0.2536676905572415
3600,5253.5,0.06097379181334931,0.0028682000821957402,0.23936960175242877,-0.0022320932188151787,0.24388974414467812,0.0009151969353347333,0.2424664136946202,0.004824597930425389,0.24431531279683116,0.0031919109601580287,0.24299092407822614,-0.013363277962891718,0.22898113252520563,0.006663665355789272,0.2536676905572415
3700,5252.0,0.08232030080271305,0.00044850763677730564,0.23947983035482573,-0.0018483542422023658,0.24785039357542993,0.0005167066801214926,0.2436036475718022,0.0042096706758338875,0.24408226329684263,0.00349051769888839,0.24335510117411613,-0.01243980347608803,0.2304449933230877,0.006071262663446403,0.2548383023679257
3800,5251.5,0.07284538606464593,-0.00011547279077930012,0.24073638575886522,-0.0024374317936044776,0.24748800458312037,0.0016514250101964667,0.24566711910367012,0.004092274557055409,0.24520578837990764,0.0030170364664342253,0.24406676639914515,-0.012734731973225638,0.23093195353150364,0.0064114277331439595,0.2552287049829961
3900,5251.5,0.09563325986865459,-0.004730617868928757,0.24025391029229085,-0.0016243421313938966,0.2523158842504024,0.00014012777199495785,0.24566711910367012,0.004130913931572944,0.24520578837990764,0.0037054599976954206,0.24406676639914515,-0.012246900426064411,0.23093195353150364,0.00589474085619493,0.2552287049829961
4000,5252.5,0.044761556203889635,0.003356240771574012,0.24132487451672296,-0.0026213700944453244,0.24317450271248825,0.0014452997382609079,0.24408226329684263,0.005257337083296759,0.2465742836534977,0.0026885873098174973,0.2444208109080792,-0.01382940754965789,0.2299568410456181,0.0070595535127273845,0.25444849578738216
4100,5252.0,0.06841865915022124,-0.0005627608628255603,0.24084442107590082,-0.001819422414245736,0.24785039357542993,-0.0004371387784478653,0.2436036475718022,0.0064591371977812395,0.24769721270203593,0.0022523613755111305,0.24335510117411613,-0.013041654853701096,0.2304449933230877,0.006586717473102327,0.2548383023679257
4200,5252.5,0.044761556203889635,0.003356240771574012,0.24132487451672296,-0.0026213700944453244,0.24317450271248825,0.0014452997382609079,0.24408226329684263,0.005257337083296759,0.2465742836534977,0.0026885873098174973,0.2444208109080792,-0.01382940754965789,0.2299568410456181,0.0070595535127273845,0.25444849578738216
4300,5252.5,0.044761556203889635,0.003356240771574012,0.24132487451672296,-0.0026213700944453244,0.24317450271248825,0.0014452997382609079,0.24408226329684263,0.005257337083296759,0.2465742836534977,0.0026885873098174973,0.2444208109080792,-0.01382940754965789,0.2299568410456181,0.0070595535127273845,0.25444849578738216
4400,5254.5,0.042618622063063834,-0.00010362471883697235,0.24176027270020267,-0.002670492474369901,0.24460438954234126,0.002231815323898212,0.24599374602437019,0.0036622399106590875,0.2456718873798847,0.0031830584011151852,0.24510207837224007,-0.012933108932132592,0.23046466246247294,0.0065264877708301194,0.25288628929257395
4500,5254.5,0.008564889285796202,0.022577675470202552,0.23784640524082307,-0.0030127549852679014,0.22784032244086266,0.0021738512221611828,0.23555241318345072,0.005844523181699507,0.2420396529734135,0.0004983887445038637,0.23978366228938103,-0.012168042923766637,0.23046466246247294,0.006664034760669985,0.25288628929257395
4600,5253.5,0.06609082294197856,-0.0030729174498290474,0.24132006191669256,-0.0019090876215953068,0.24893756055235866,3.0414282493701483e-05,0.24503889871239665,0.006030348052356416,0.24793860668540002,0.0015987855571143184,0.24299092407822614,-0.011869825807678425,0.2314469273626804,0.006119365537309934,0.2536676905572415
4700,5253.0,0.07330411809158055,-0.0009586512476214835,0.24065142622047575,-0.0017305533707751009,0.2485757675945759,0.00036521578078713146,0.244560879021883,0.0043319003258002475,0.2454465863287449,0.002813128294665762,0.24370616551041602,-0.011434489046218604,0.23193746377825736,0.005654798015740481,0.25405809317231176
4800,5251.5,0.10220081497627208,-0.004986373455855646,0.23959245611007793,-0.0018782939229258777,0.2523158842504024,0.0004540663810083112,0.24566711910367012,0.004740907516775167,0.24520578837990764,0.0025739994680252787,0.2422858152329922,-0.011800232215807588,0.23093195353150364,0.0059095527729245145,0.2552287049829961
4900,5252.5,0.051318121426788564,0.0031189424646576973,0.24066418852862553,-0.002874896933180271,0.24317450271248825,0.001758713014929747,0.24408226329684263,0.005866309929567798,0.2465742836534977,0.0015590201210603227,0.24264283991456037,-0.013383486776165299,0.2299568410456181,0.007074340643786342,0.25444849578738216
5000,5252.0,0.0888834599564437,0.00020194738830176654,0.238818646304515,-0.0021021360526156108,0.24785039357542993,0.0008304351561970458,0.2436036475718022,0.004819255965463676,0.24408226329684263,0.002359814505583563,0.24157534207701686,-0.011993434240536838,0.2304449933230877,0.006086064665907803,0.2548383023679257
5100,5252.0,0.07498181830395043,-0.0008093211113010185,0.24018323702559025,-0.0020732042246588978,0.24785039357542993,-0.00012341030237239536,0.2436036475718022,0.007068722487410889,0.24769721270203593,0.0011216581822061367,0.24157534207701686,-0.012595285618150015,0.2304449933230877,0.0066015194755637,0.2548383023679257
5200,5251.5,0.10814842463354049,-0.01752896332431114,0.24357509578448822,-0.0019029265675137297,0.26146561027169235,0.0010692008499765815,0.2531819224178792,0.003446345380058613,0.2488165655434132,0.002958477476409871,0.24584652549624447,-0.011022528735609272,0.2334078809559345,0.005451431596677658,0.2552287049829961
5300,5253.5,0.06609082294197856,-0.0030729174498290474,0.24132006191669256,-0.0019090876215953068,0.24893756055235866,3.0414282493701483e-05,0.24503889871239665,0.006030348052356416,0.24793860668540002,0.0015987855571143184,0.24299092407822614,-0.011869825807678425,0.2314469273626804,0.006119365537309934,0.2536676905572415
5400,5254.0,0.10187657476089457,-0.01415259020399325,0.2415224181953089,-0.0008063213749933684,0.2588233892142774,-0.0011936322086235074,0.2480703303158283,0.00366215359858027,0.24680733315348624,0.00478626807105309,0.24582149204611775,-0.011756345629921144,0.23095579491257662,0.005307877543904438,0.25327669190764435
5500,5254.5,0.05852682454869454,0.0011732293508090882,0.23987212808772465,-0.002369159817879607,0.24460438954234126,0.001079055350368563,0.24341649273037913,0.005556344348907782,0.2456718873798847,0.001385426130507822,0.24155746104121212,-0.011915661056714183,0.23046466246247294,0.0062639950448088455,0.25288628929257395
5600,5253.0,0.07330411809158055,-0.0009586512476214835,0.24065142622047575,-0.0017305533707751009,0.2485757675945759,0.00036521578078713146,0.244560879021883,0.0043319003258002475,0.2454465863287449,0.002813128294665762,0.24370616551041602,-0.011434489046218604,0.23193746377825736,0.005654798015740481,0.25405809317231176
5700,5252.0,0.08232030080271305,0.00044850763677730564,0.23947983035482573,-0.0018483542422023658,0.24785039357542993,0.0005167066801214926,0.2436036475718022,0.0042096706758338875,0.24408226329684263,0.00349051769888839,0.24335510117411613,-0.01243980347608803,0.2304449933230877,0.006071262663446403,0.2548383023679257
5800,5253.5,0.05619856606670026,0.002692519018956427,0.24047201305946267,-0.002788216647145153,0.24388974414467812,0.002566606751274375,0.24503889871239665,0.0037352894146180926,0.24431531279683116,0.002120014901813211,0.24299092407822614,-0.011776640144913197,0.2314469273626804,0.006142945724352811,0.2536676905572415
5900,5253.5,0.06609082294197856,-0.0030729174498290474,0.24132006191669256,-0.0019090876215953068,0.24893756055235866,3.0414282493701483e-05,0.24503889871239665,0.006030348052356416,0.24793860668540002,0.0015987855571143184,0.24299092407822614,-0.011869825807678425,0.2314469273626804,0.006119365537309934,0.2536676905572415
6000,5253.5,0.06609082294197856,-0.0030729174498290474,0.24132006191669256,-0.0019090876215953068,0.24893756055235866,3.0414282493701483e-05,0.24503889871239665,0.006030348052356416,0.24793860668540002,0.0015987855571143184,0.24299092407822614,-0.011869825807678425,0.2314469273626804,0.006119365537309934,0.2536676905572415
6100,5252.5,0.044761556203889635,0.003356240771574012,0.24132487451672296,-0.0026213700944453244,0.24317450271248825,0.0014452997382609079,0.24408226329684263,0.005257337083296759,0.2465742836534977,0.0026885873098174973,0.2444208109080792,-0.01382940754965789,0.2299568410456181,0.0070595535127273845,0.25444849578738216
6200,5252.5,0.044761556203889635,0.003356240771574012,0.24132487451672296,-0.0026213700944453244,0.24317450271248825,0.0014452997382609079,0.24408226329684263,0.005257337083296759,0.2465742836534977,0.0026885873098174973,0.2444208109080792,-0.01382940754965789,0.2299568410456181,0.0070595535127273845,0.25444849578738216
6300,5252.5,0.044761556203889635,0.003356240771574012,0.24132487451672296,-0.0026213700944453244,0.24317450271248825,0.0014452997382609079,0.24408226329684263,0.005257337083296759,0.2465742836534977,0.0026885873098174973,0.2444208109080792,-0.01382940754965789,0.2299568410456181,0.0070595535127273845,0.25444849578738216
6400,5252.0,0.08232030080271305,0.00044850763677730564,0.23947983035482573,-0.0018483542422023658,0.24785039357542993,0.0005167066801214926,0.2436036475718022,0.0042096706758338875,0.24408226329684263,0.00349051769888839,0.24335510117411613,-0.01243980347608803,0.2304449933230877,0.006071262663446403,0.2548383023679257
6500,5250.5,0.06994823052367478,-0.007307264584255952,0.24132035425288695,-0.0010345136917605524,0.2515815697133541,-0.001236511957368236,0.24470333127379423,0.005269322860079861,0.24744032182097436,0.0025574094385359403,0.24370378137230875,-0.010808002092695362,0.23190587394833562,0.005252295443209043,0.25198389301896096
6600,5250.5,0.049171103162458346,-0.0041665672049057325,0.2412629223374959,-0.002098906800467204,0.24676203452944756,0.00039681744610517433,0.24470333127379423,0.005647134174112306,0.24744032182097436,0.002497424707582241,0.24370378137230875,-0.01303429359575431,0.22940491307377814,0.006591824068422042,0.25198389301896096
6700,5250.0,0.05639748727433118,-0.0020946073668580163,0.2405813383858302,-0.0019205880982204326,0.24639904950261116,0.000730334372330721,0.24422113934159279,0.003952928371421638,0.24494830146431928,0.0037090893037429185,0.24441127435564997,-0.012600111472590325,0.22988889310956,0.006128347523314703,0.25237012339234355
6800,5248.5,0.0412771002365194,-0.004450606006999894,0.24086537336175726,-0.002178979694376887,0.24530890235304836,0.0017206453821846934,0.24528148476481437,0.0033248935576156158,0.24467412558197976,0.0021936176276922403,0.24295039373040206,-0.0103540918920495,0.23133964114785194,0.005293915018934059,0.24937028161883357
6900,5247.5,0.0527188727783078,-0.008459076864489892,0.2412190225495673,-0.0012129123117479157,0.24937385782599447,-0.0008863825986393792,0.2443087564170361,0.004875315170891459,0.24687706919312474,0.003469499215787236,0.24435286297202113,-0.011958982030555038,0.22976610999703412,0.005713462554263721,0.25013320581316956
7000,5248.5,0.020432592932782143,0.002113413008465673,0.24077700409842287,-0.0022357789515103643,0.2403075766384602,0.0015555123472857368,0.2427721794068814,0.003946974746765447,0.24467412558197976,0.0019227916776260456,0.24295039373040206,-0.010734389078263212,0.23133964114785194,0.005544889258096736,0.24937028161883357
7100,5248.5,0.020432592932782143,0.002113413008465673,0.24077700409842287,-0.0022357789515103643,0.2403075766384602,0.0015555123472857368,0.2427721794068814,0.003946974746765447,0.24467412558197976,0.0019227916776260456,0.24295039373040206,-0.010734389078263212,0.23133964114785194,0.005544889258096736,0.24937028161883357
7200,5247.5,0.0527188727783078,-0.008459076864489892,0.2412190225495673,-0.0012129123117479157,0.24937385782599447,-0.0008863825986393792,0.2443087564170361,0.004875315170891459,0.24687706919312474,0.003469499215787236,0.24435286297202113,-0.011958982030555038,0.22976610999703412,0.005713462554263721,0.25013320581316956
7300,5246.5,0.06660147729005873,-0.005958223968236216,0.23986479876102945,-0.0013405742856595904,0.2486371591508389,-0.0005338238649223448,0.2433348360002041,0.004956900431944522,0.24547996426224705,0.002374890559981968,0.24216064798235898,-0.010786378683734277,0.23072572558522225,0.005328985842388917,0.25089613000750544
7400,5246.5,0.06660147729005873,-0.005958223968236216,0.23986479876102945,-0.0013405742856595904,0.2486371591508389,-0.0005338238649223448,0.2433348360002041,0.004956900431944522,0.24547996426224705,0.002374890559981968,0.24216064798235898,-0.010786378683734277,0.23072572558522225,0.005328985842388917,0.25089613000750544
7500,5246.5,0.09314925072799314,-0.01681890046335256,0.24093173472699606,-0.0003198795828067702,0.2577046324074269,-0.0024501894228823318,0.24581672376990316,0.004874941577629521,0.24727283611893652,0.003757584525437341,0.24395709604620935,-0.010742901823413586,0.23072572558522225,0.004880444726034883,0.25089613000750544
7600,5246.0,0.03475938954252529,-0.0014061214957886037,0.24153624356684872,-0.0027154532942689213,0.2434892089426518,0.0020600233733213957,0.2453267833888531,0.004805642572275115,0.24657189951539038,0.0012344707674175337,0.24285681630969053,-0.011554181425492832,0.23120553337931632,0.00616949800674807,0.2512775921046735
7700,5247.5,0.020350511251113198,0.002235685272554141,0.24078241455393556,-0.0028894194322452438,0.23958995106816294,0.003124038467409468,0.2443087564170361,0.002562009116948788,0.24328536513447768,0.0033045737427055966,0.24435286297202113,-0.012349612470191978,0.22976610999703412,0.006248410575373425,0.25013320581316956
7800,5247.0,0.04395078016465949,-0.0019345293149365436,0.24031273456174715,-0.0020970657984771546,0.24421756313443183,0.0012616273248395315,0.24382179620862005,0.00376048404515969,0.24438445280194282,0.0028553157459809964,0.24325913961529733,-0.011557967255001689,0.23024651382565497,0.005777605937498931,0.2505146679103375
7900,5247.5,0.0527188727783078,-0.008459076864489892,0.2412190225495673,-0.0012129123117479157,0.24937385782599447,-0.0008863825986393792,0.2443087564170361,0.004875315170891459,0.24687706919312474,0.003469499215787236,0.24435286297202113,-0.011958982030555038,0.22976610999703412,0.005713462554263721,0.25013320581316956
8000,5246.5,0.06660147729005873,-0.005958223968236216,0.23986479876102945,-0.0013405742856595904,0.2486371591508389,-0.0005338238649223448,0.2433348360002041,0.004956900431944522,0.24547996426224705,0.002374890559981968,0.24216064798235898,-0.010786378683734277,0.23072572558522225,0.005328985842388917,0.25089613000750544
8100,5247.5,0.0527188727783078,-0.008459076864489892,0.2412190225495673,-0.0012129123117479157,0.24937385782599447,-0.0008863825986393792,0.2443087564170361,0.004875315170891459,0.24687706919312474,0.003469499215787236,0.24435286297202113,-0.011958982030555038,0.22976610999703412,0.005713462554263721,0.25013320581316956
8200,5245.5,0.08147459722186016,-0.01714886801222993,0.24271239612414405,-0.001458617770758397,0.2569500526964664,0.00018413029455696672,0.24974161112904553,0.0035460109421671104,0.24765966252684596,0.0034637091268075737,0.24535002873539924,-0.011012841682359276,0.2316847451388836,0.005277609089587021,0.2516590542018414
8300,5247.5,0.0527188727783078,-0.008459076864489892,0.2412190225495673,-0.0012129123117479157,0.24937385782599447,-0.0008863825986393792,0.2443087564170361,0.004875315170891459,0.24687706919312474,0.003469499215787236,0.24435286297202113,-0.011958982030555038,0.22976610999703412,0.005713462554263721,0.25013320581316956
8400,5248.5,0.044039142203082415,-0.002862350199391367,0.2402973247475811,-0.0013934782903239906,0.24530890235304836,-1.0079643547489248e-05,0.2427721794068814,0.003987002276589657,0.24467412558197976,0.002635947461676974,0.24295039373040206,-0.01022903173107434,0.23133964114785194,0.005009639926679577,0.24937028161883357
8500,5246.5,0.06660147729005873,-0.005958223968236216,0.23986479876102945,-0.0013405742856595904,0.2486371591508389,-0.0005338238649223448,0.2433348360002041,0.004956900431944522,0.24547996426224705,0.002374890559981968,0.24216064798235898,-0.010786378683734277,0.23072572558522225,0.005328985842388917,0.25089613000750544
8600,5245.0,0.037540652308756486,0.00022831621600272282,0.24094911210156356,-0.002589495148636878,0.24276025871634488,0.0019049462844147325,0.24434630659222606,0.004086208994459717,0.24516645010113713,0.0030662580136530115,0.24424557675719266,-0.013068949282177444,0.22958849170804024,0.006601031138287888,0.2520399202644825
8700,5245.5,0.050784438713528564,-0.005099433745624501,0.2417542147696576,-0.0017039604054894797,0.24789926840662957,-4.8598519475279156e-05,0.244836843007803,0.005383666688032807,0.24765966252684596,0.0018952775475385153,0.24355179256796838,-0.011231925353326233,0.2316847451388836,0.005705540042720503,0.2516590542018414
8800,5245.5,0.06931273093273763,-0.004398760201909224,0.23929002677718675,-0.001216948348676944,0.24789926840662957,-0.0006842880645785976,0.24235912747979171,0.004237035490451652,0.24407809105515482,0.004203950320837535,0.24355179256796838,-0.012301190153689884,0.22911226012110708,0.005761440755657654,0.2516590542018414
8900,5245.5,0.05969538058060633,-0.006322489214209691,0.2405376166041471,-0.00197822151650473,0.24789926840662957,0.0005518936747878345,0.244836843007803,0.004698166701284284,0.2458697708427906,0.0031535207643493546,0.24355179256796838,-0.01272297192327207,0.22911226012110708,0.006297612299356187,0.2516590542018414
9000,5246.5,0.06660147729005873,-0.005958223968236216,0.23986479876102945,-0.0013405742856595904,0.2486371591508389,-0.0005338238649223448,0.2433348360002041,0.004956900431944522,0.24547996426224705,0.002374890559981968,0.24216064798235898,-0.010786378683734277,0.23072572558522225,0.005328985842388917,0.25089613000750544
9100,5246.0,0.03475938954252529,-0.0014061214957886037,0.24153624356684872,-0.0027154532942689213,0.2434892089426518,0.0020600233733213957,0.2453267833888531,0.004805642572275115,0.24657189951539038,0.0012344707674175337,0.24285681630969053,-0.011554181425492832,0.23120553337931632,0.00616949800674807,0.2512775921046735
9200,5247.0,0.04395078016465949,-0.0019345293149365436,0.24031273456174715,-0.0020970657984771546,0.24421756313443183,0.0012616273248395315,0.24382179620862005,0.00376048404515969,0.24438445280194282,0.0028553157459809964,0.24325913961529733,-0.011557967255001689,0.23024651382565497,0.005777605937498931,0.2505146679103375
